# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-04-23 14:59:31 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04119400 GRAND RIVER NEAR EASTMANVILLE, MI
# -----------------------------------------------------------------------------------
#
# Data provided for site 04119400
#    DD parameter   Description
#    04   00055     Stream velocity, feet per second
#    06   00010     Temperature, water, degrees Celsius
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	tz_cd	04_00055	04_00055_cd	06_00010	06_00010_cd
USGS	04119400	2016-04-08 10:12	EST	1.64	P	5.5	P
USGS	04119400	2016-04-08 10:24	EST	1.67	P	5.5	P
USGS	04119400	2016-04-08 10:36	EST	1.71	P	5.6	P
USGS	04119400	2016-04-08 10:48	EST	1.69	P	5.5	P
USGS	04119400	2016-04-08 11:00	EST	1.71	P	5.5	P
USGS	04119400	2016-04-08 11:12	EST	1.71	P	5.6	P
USGS	04119400	2016-04-08 11:24	EST	1.70	P	5.6	P
USGS	04119400	2016-04-08 11:36	EST	1.68	P	5.6	P
USGS	04119400	2016-04-08 11:48	EST	1.69	P	5.5	P
USGS	04119400	2016-04-08 12:00	EST	1.67	P	5.6	P
USGS	04119400	2016-04-08 12:12	EST	1.69	P	5.5	P
USGS	04119400	2016-04-08 12:24	EST	1.69	P	5.5	P
USGS	04119400	2016-04-08 12:36	EST	1.65	P	5.6	P
USGS	04119400	2016-04-08 12:48	EST	1.62	P	5.7	P
USGS	04119400	2016-04-08 13:00	EST	1.61	P	5.6	P
USGS	04119400	2016-04-08 13:12	EST	1.57	P	5.6	P
USGS	04119400	2016-04-08 13:24	EST	1.61	P	5.7	P
USGS	04119400	2016-04-08 13:36	EST	1.59	P	5.8	P
USGS	04119400	2016-04-08 13:48	EST	1.60	P	5.7	P
USGS	04119400	2016-04-08 14:00	EST	1.61	P	5.7	P
USGS	04119400	2016-04-08 14:12	EST	1.62	P	5.7	P
USGS	04119400	2016-04-08 14:24	EST	1.59	P	5.7	P
USGS	04119400	2016-04-08 14:36	EST	1.60	P	5.7	P
USGS	04119400	2016-04-08 14:48	EST	1.62	P	5.7	P
USGS	04119400	2016-04-08 15:00	EST	1.62	P	5.8	P
USGS	04119400	2016-04-08 15:12	EST	1.61	P	5.8	P
USGS	04119400	2016-04-08 15:24	EST	1.59	P	5.7	P
USGS	04119400	2016-04-08 15:36	EST	1.59	P	5.7	P
USGS	04119400	2016-04-08 15:48	EST	1.59	P	5.8	P
USGS	04119400	2016-04-08 16:00	EST	1.56	P	5.7	P
USGS	04119400	2016-04-08 16:12	EST	1.62	P	5.7	P
USGS	04119400	2016-04-08 16:24	EST	1.63	P	5.7	P
USGS	04119400	2016-04-08 16:36	EST	1.56	P	5.7	P
USGS	04119400	2016-04-08 16:48	EST	1.61	P	5.7	P
USGS	04119400	2016-04-08 17:00	EST	1.65	P	5.6	P
USGS	04119400	2016-04-08 17:12	EST	1.64	P	5.6	P
USGS	04119400	2016-04-08 17:24	EST	1.58	P	5.8	P
USGS	04119400	2016-04-08 17:36	EST	1.64	P	5.8	P
USGS	04119400	2016-04-08 17:48	EST	1.59	P	5.7	P
USGS	04119400	2016-04-08 18:00	EST	1.67	P	5.7	P
USGS	04119400	2016-04-08 18:12	EST	1.65	P	5.7	P
USGS	04119400	2016-04-08 18:24	EST	1.68	P	5.6	P
USGS	04119400	2016-04-08 18:36	EST	1.66	P	5.6	P
USGS	04119400	2016-04-08 18:48	EST	1.59	P	5.6	P
USGS	04119400	2016-04-08 19:00	EST	1.61	P	5.6	P
USGS	04119400	2016-04-08 19:12	EST	1.71	P	5.5	P
USGS	04119400	2016-04-08 19:24	EST	1.69	P	5.5	P
USGS	04119400	2016-04-08 19:36	EST	1.62	P	5.5	P
USGS	04119400	2016-04-08 19:48	EST	1.70	P	5.4	P
USGS	04119400	2016-04-08 20:00	EST	1.67	P	5.4	P
USGS	04119400	2016-04-08 20:12	EST	1.71	P	5.4	P
USGS	04119400	2016-04-08 20:24	EST	1.68	P	5.4	P
USGS	04119400	2016-04-08 20:36	EST	1.69	P	5.3	P
USGS	04119400	2016-04-08 20:48	EST	1.67	P	5.3	P
USGS	04119400	2016-04-08 21:00	EST	1.59	P	5.3	P
USGS	04119400	2016-04-08 21:12	EST	1.59	P	5.3	P
USGS	04119400	2016-04-08 21:24	EST	1.58	P	5.3	P
USGS	04119400	2016-04-08 21:36	EST	1.61	P	5.3	P
USGS	04119400	2016-04-08 21:48	EST	1.60	P	5.2	P
USGS	04119400	2016-04-08 22:00	EST	1.61	P	5.2	P
USGS	04119400	2016-04-08 22:12	EST	1.58	P	5.2	P
USGS	04119400	2016-04-08 22:24	EST	1.59	P	5.2	P
USGS	04119400	2016-04-08 22:36	EST	1.56	P	5.2	P
USGS	04119400	2016-04-08 22:48	EST	1.56	P	5.2	P
USGS	04119400	2016-04-08 23:00	EST	1.61	P	5.2	P
USGS	04119400	2016-04-08 23:12	EST	1.61	P	5.1	P
USGS	04119400	2016-04-08 23:24	EST	1.61	P	5.1	P
USGS	04119400	2016-04-08 23:36	EST	1.54	P	5.1	P
USGS	04119400	2016-04-08 23:48	EST	1.56	P	5.1	P
USGS	04119400	2016-04-09 00:00	EST	1.54	P	5.1	P
USGS	04119400	2016-04-09 00:12	EST	1.56	P	5.1	P
USGS	04119400	2016-04-09 00:24	EST	1.56	P	5.1	P
USGS	04119400	2016-04-09 00:36	EST	1.54	P	5.1	P
USGS	04119400	2016-04-09 00:48	EST	1.54	P	5.0	P
USGS	04119400	2016-04-09 01:00	EST	1.57	P	5.0	P
USGS	04119400	2016-04-09 01:12	EST	1.54	P	5.0	P
USGS	04119400	2016-04-09 01:24	EST	1.54	P	5.0	P
USGS	04119400	2016-04-09 01:36	EST	1.54	P	5.0	P
USGS	04119400	2016-04-09 01:48	EST	1.55	P	5.0	P
USGS	04119400	2016-04-09 02:00	EST	1.54	P	5.0	P
USGS	04119400	2016-04-09 02:12	EST	1.53	P	5.0	P
USGS	04119400	2016-04-09 02:24	EST	1.56	P	4.9	P
USGS	04119400	2016-04-09 02:36	EST	1.54	P	4.9	P
USGS	04119400	2016-04-09 02:48	EST	1.53	P	4.9	P
USGS	04119400	2016-04-09 03:00	EST	1.54	P	4.9	P
USGS	04119400	2016-04-09 03:12	EST	1.51	P	4.9	P
USGS	04119400	2016-04-09 03:24	EST	1.51	P	4.9	P
USGS	04119400	2016-04-09 03:36	EST	1.54	P	4.9	P
USGS	04119400	2016-04-09 03:48	EST	1.54	P	4.8	P
USGS	04119400	2016-04-09 04:00	EST	1.53	P	4.8	P
USGS	04119400	2016-04-09 04:12	EST	1.53	P	4.8	P
USGS	04119400	2016-04-09 04:24	EST	1.56	P	4.8	P
USGS	04119400	2016-04-09 04:36	EST	1.53	P	4.8	P
USGS	04119400	2016-04-09 04:48	EST	1.54	P	4.8	P
USGS	04119400	2016-04-09 05:00	EST	1.52	P	4.8	P
USGS	04119400	2016-04-09 05:12	EST	1.54	P	4.8	P
USGS	04119400	2016-04-09 05:24	EST	1.54	P	4.8	P
USGS	04119400	2016-04-09 05:36	EST	1.53	P	4.8	P
USGS	04119400	2016-04-09 05:48	EST	1.51	P	4.8	P
USGS	04119400	2016-04-09 06:00	EST	1.53	P	4.8	P
USGS	04119400	2016-04-09 06:12	EST	1.53	P	4.7	P
USGS	04119400	2016-04-09 06:24	EST	1.51	P	4.8	P
USGS	04119400	2016-04-09 06:36	EST	1.53	P	4.7	P
USGS	04119400	2016-04-09 06:48	EST	1.53	P	4.8	P
USGS	04119400	2016-04-09 07:00	EST	1.54	P	4.7	P
USGS	04119400	2016-04-09 07:12	EST	1.54	P	4.7	P
USGS	04119400	2016-04-09 07:24	EST	1.54	P	4.8	P
USGS	04119400	2016-04-09 07:36	EST	1.53	P	4.8	P
USGS	04119400	2016-04-09 07:48	EST	1.52	P	4.8	P
USGS	04119400	2016-04-09 08:00	EST	1.53	P	4.7	P
USGS	04119400	2016-04-09 08:12	EST	1.52	P	4.8	P
USGS	04119400	2016-04-09 08:24	EST	1.53	P	4.8	P
USGS	04119400	2016-04-09 08:36	EST	1.53	P	4.8	P
USGS	04119400	2016-04-09 08:48	EST	1.52	P	4.8	P
USGS	04119400	2016-04-09 09:00	EST	1.49	P	4.8	P
USGS	04119400	2016-04-09 09:12	EST	1.51	P	4.8	P
USGS	04119400	2016-04-09 09:24	EST	1.50	P	4.8	P
USGS	04119400	2016-04-09 09:36	EST	1.53	P	4.8	P
USGS	04119400	2016-04-09 09:48	EST	1.52	P	4.9	P
USGS	04119400	2016-04-09 10:00	EST	1.51	P	4.9	P
USGS	04119400	2016-04-09 10:12	EST	1.51	P	4.9	P
USGS	04119400	2016-04-09 10:24	EST	1.51	P	4.9	P
USGS	04119400	2016-04-09 10:36	EST	1.50	P	4.9	P
USGS	04119400	2016-04-09 10:48	EST	1.52	P	5.0	P
USGS	04119400	2016-04-09 11:00	EST	1.53	P	5.0	P
USGS	04119400	2016-04-09 11:12	EST	1.50	P	5.0	P
USGS	04119400	2016-04-09 11:24	EST	1.50	P	5.1	P
USGS	04119400	2016-04-09 11:36	EST	1.48	P	5.0	P
USGS	04119400	2016-04-09 11:48	EST	1.51	P	5.1	P
USGS	04119400	2016-04-09 12:00	EST	1.53	P	5.1	P
USGS	04119400	2016-04-09 12:12	EST	1.49	P	5.1	P
USGS	04119400	2016-04-09 12:24	EST	1.50	P	5.2	P
USGS	04119400	2016-04-09 12:36	EST	1.52	P	5.1	P
USGS	04119400	2016-04-09 12:48	EST	1.49	P	5.2	P
USGS	04119400	2016-04-09 13:00	EST	1.51	P	5.2	P
USGS	04119400	2016-04-09 13:12	EST	1.47	P	5.3	P
USGS	04119400	2016-04-09 13:24	EST	1.50	P	5.3	P
USGS	04119400	2016-04-09 13:36	EST	1.51	P	5.3	P
USGS	04119400	2016-04-09 13:48	EST	1.48	P	5.2	P
USGS	04119400	2016-04-09 14:00	EST	1.48	P	5.3	P
USGS	04119400	2016-04-09 14:12	EST	1.47	P	5.3	P
USGS	04119400	2016-04-09 14:24	EST	1.48	P	5.3	P
USGS	04119400	2016-04-09 14:36	EST	1.50	P	5.2	P
USGS	04119400	2016-04-09 14:48	EST	1.50	P	5.3	P
USGS	04119400	2016-04-09 15:00	EST	1.46	P	5.3	P
USGS	04119400	2016-04-09 15:12	EST	1.46	P	5.3	P
USGS	04119400	2016-04-09 15:24	EST	1.48	P	5.2	P
USGS	04119400	2016-04-09 15:36	EST	1.48	P	5.3	P
USGS	04119400	2016-04-09 15:48	EST	1.51	P	5.3	P
USGS	04119400	2016-04-09 16:00	EST	1.51	P	5.2	P
USGS	04119400	2016-04-09 16:12	EST	1.51	P	5.3	P
USGS	04119400	2016-04-09 16:24	EST	1.49	P	5.3	P
USGS	04119400	2016-04-09 16:36	EST	1.50	P	5.3	P
USGS	04119400	2016-04-09 16:48	EST	1.50	P	5.3	P
USGS	04119400	2016-04-09 17:00	EST	1.51	P	5.3	P
USGS	04119400	2016-04-09 17:12	EST	1.49	P	5.3	P
USGS	04119400	2016-04-09 17:24	EST	1.51	P	5.3	P
USGS	04119400	2016-04-09 17:36	EST	1.51	P	5.3	P
USGS	04119400	2016-04-09 17:48	EST	1.52	P	5.3	P
USGS	04119400	2016-04-09 18:00	EST	1.50	P	5.3	P
USGS	04119400	2016-04-09 18:12	EST	1.50	P	5.3	P
USGS	04119400	2016-04-09 18:24	EST	1.49	P	5.3	P
USGS	04119400	2016-04-09 18:36	EST	1.48	P	5.3	P
USGS	04119400	2016-04-09 18:48	EST	1.50	P	5.2	P
USGS	04119400	2016-04-09 19:00	EST	1.50	P	5.2	P
USGS	04119400	2016-04-09 19:12	EST	1.48	P	5.2	P
USGS	04119400	2016-04-09 19:24	EST	1.48	P	5.2	P
USGS	04119400	2016-04-09 19:36	EST	1.46	P	5.2	P
USGS	04119400	2016-04-09 19:48	EST	1.51	P	5.2	P
USGS	04119400	2016-04-09 20:00	EST	1.51	P	5.1	P
USGS	04119400	2016-04-09 20:12	EST	1.50	P	5.2	P
USGS	04119400	2016-04-09 20:24	EST	1.53	P	5.1	P
USGS	04119400	2016-04-09 20:36	EST	1.49	P	5.1	P
USGS	04119400	2016-04-09 20:48	EST	1.50	P	5.1	P
USGS	04119400	2016-04-09 21:00	EST	1.51	P	5.1	P
USGS	04119400	2016-04-09 21:12	EST	1.51	P	5.1	P
USGS	04119400	2016-04-09 21:24	EST	1.50	P	5.1	P
USGS	04119400	2016-04-09 21:36	EST	1.50	P	5.1	P
USGS	04119400	2016-04-09 21:48	EST	1.53	P	5.1	P
USGS	04119400	2016-04-09 22:00	EST	1.53	P	5.1	P
USGS	04119400	2016-04-09 22:12	EST	1.50	P	5.0	P
USGS	04119400	2016-04-09 22:24	EST	1.51	P	5.0	P
USGS	04119400	2016-04-09 22:36	EST	1.50	P	5.0	P
USGS	04119400	2016-04-09 22:48	EST	1.51	P	5.0	P
USGS	04119400	2016-04-09 23:00	EST	1.49	P	5.0	P
USGS	04119400	2016-04-09 23:12	EST	1.53	P	5.0	P
USGS	04119400	2016-04-09 23:24	EST	1.51	P	5.0	P
USGS	04119400	2016-04-09 23:36	EST	1.50	P	5.0	P
USGS	04119400	2016-04-09 23:48	EST	1.51	P	5.0	P
USGS	04119400	2016-04-10 00:00	EST	1.53	P	5.0	P
USGS	04119400	2016-04-10 00:12	EST	1.51	P	5.0	P
USGS	04119400	2016-04-10 00:24	EST	1.53	P	5.0	P
USGS	04119400	2016-04-10 00:36	EST	1.55	P	5.0	P
USGS	04119400	2016-04-10 00:48	EST	1.51	P	4.9	P
USGS	04119400	2016-04-10 01:00	EST	1.52	P	4.9	P
USGS	04119400	2016-04-10 01:12	EST	1.50	P	4.9	P
USGS	04119400	2016-04-10 01:24	EST	1.53	P	4.9	P
USGS	04119400	2016-04-10 01:36	EST	1.50	P	4.9	P
USGS	04119400	2016-04-10 01:48	EST	1.51	P	4.9	P
USGS	04119400	2016-04-10 02:00	EST	1.50	P	4.9	P
USGS	04119400	2016-04-10 02:12	EST	1.53	P	4.9	P
USGS	04119400	2016-04-10 02:24	EST	1.51	P	4.9	P
USGS	04119400	2016-04-10 02:36	EST	1.51	P	4.9	P
USGS	04119400	2016-04-10 02:48	EST	1.51	P	4.9	P
USGS	04119400	2016-04-10 03:00	EST	1.51	P	4.9	P
USGS	04119400	2016-04-10 03:12	EST	1.54	P	4.9	P
USGS	04119400	2016-04-10 03:24	EST	1.50	P	4.9	P
USGS	04119400	2016-04-10 03:36	EST	1.52	P	4.8	P
USGS	04119400	2016-04-10 03:48	EST	1.49	P	4.9	P
USGS	04119400	2016-04-10 04:00	EST	1.50	P	4.8	P
USGS	04119400	2016-04-10 04:12	EST	1.53	P	4.8	P
USGS	04119400	2016-04-10 04:24	EST	1.51	P	4.8	P
USGS	04119400	2016-04-10 04:36	EST	1.46	P	4.8	P
USGS	04119400	2016-04-10 04:48	EST	1.52	P	4.8	P
USGS	04119400	2016-04-10 05:00	EST	1.51	P	4.8	P
USGS	04119400	2016-04-10 05:12	EST	1.50	P	4.8	P
USGS	04119400	2016-04-10 05:24	EST	1.49	P	4.8	P
USGS	04119400	2016-04-10 05:36	EST	1.50	P	4.8	P
USGS	04119400	2016-04-10 05:48	EST	1.50	P	4.8	P
USGS	04119400	2016-04-10 06:00	EST	1.51	P	4.8	P
USGS	04119400	2016-04-10 06:12	EST	1.50	P	4.8	P
USGS	04119400	2016-04-10 06:24	EST	1.51	P	4.8	P
USGS	04119400	2016-04-10 06:36	EST	1.53	P	4.8	P
USGS	04119400	2016-04-10 06:48	EST	1.50	P	4.8	P
USGS	04119400	2016-04-10 07:00	EST	1.51	P	4.8	P
USGS	04119400	2016-04-10 07:12	EST	1.56	P	4.8	P
USGS	04119400	2016-04-10 07:24	EST	1.51	P	4.8	P
USGS	04119400	2016-04-10 07:36	EST	1.56	P	4.7	P
USGS	04119400	2016-04-10 07:48	EST	1.61	P	4.8	P
USGS	04119400	2016-04-10 08:00	EST	1.58	P	4.8	P
USGS	04119400	2016-04-10 08:12	EST	1.56	P	4.7	P
USGS	04119400	2016-04-10 08:24	EST	1.57	P	4.7	P
USGS	04119400	2016-04-10 08:36	EST	1.59	P	4.7	P
USGS	04119400	2016-04-10 08:48	EST	1.56	P	4.7	P
USGS	04119400	2016-04-10 09:00	EST	1.61	P	4.7	P
USGS	04119400	2016-04-10 09:12	EST	1.62	P	4.6	P
USGS	04119400	2016-04-10 09:24	EST	1.65	P	4.6	P
USGS	04119400	2016-04-10 09:36	EST	1.59	P	4.6	P
USGS	04119400	2016-04-10 09:48	EST	1.61	P	4.7	P
USGS	04119400	2016-04-10 10:00	EST	1.61	P	4.7	P
USGS	04119400	2016-04-10 10:12	EST	1.57	P	4.7	P
USGS	04119400	2016-04-10 10:24	EST	1.59	P	4.8	P
USGS	04119400	2016-04-10 10:36	EST	1.62	P	4.7	P
USGS	04119400	2016-04-10 10:48	EST	1.61	P	4.7	P
USGS	04119400	2016-04-10 11:00	EST	1.59	P	4.7	P
USGS	04119400	2016-04-10 11:12	EST	1.58	P	4.7	P
USGS	04119400	2016-04-10 11:24	EST	1.58	P	4.7	P
USGS	04119400	2016-04-10 11:36	EST	1.56	P	4.7	P
USGS	04119400	2016-04-10 11:48	EST	1.58	P	4.7	P
USGS	04119400	2016-04-10 12:00	EST	1.58	P	4.7	P
USGS	04119400	2016-04-10 12:12	EST	1.56	P	4.6	P
USGS	04119400	2016-04-10 12:24	EST	1.59	P	4.7	P
USGS	04119400	2016-04-10 12:36	EST	1.59	P	4.6	P
USGS	04119400	2016-04-10 12:48	EST	1.58	P	4.7	P
USGS	04119400	2016-04-10 13:00	EST	1.57	P	4.6	P
USGS	04119400	2016-04-10 13:12	EST	1.56	P	4.7	P
USGS	04119400	2016-04-10 13:24	EST	1.56	P	4.6	P
USGS	04119400	2016-04-10 13:36	EST	1.57	P	4.6	P
USGS	04119400	2016-04-10 13:48	EST	1.58	P	4.6	P
USGS	04119400	2016-04-10 14:00	EST	1.58	P	4.6	P
USGS	04119400	2016-04-10 14:12	EST	1.57	P	4.7	P
USGS	04119400	2016-04-10 14:24	EST	1.57	P	4.7	P
USGS	04119400	2016-04-10 14:36	EST	1.55	P	4.7	P
USGS	04119400	2016-04-10 14:48	EST	1.58	P	4.7	P
USGS	04119400	2016-04-10 15:00	EST	1.57	P	4.7	P
USGS	04119400	2016-04-10 15:12	EST	1.55	P	4.7	P
USGS	04119400	2016-04-10 15:24	EST	1.58	P	4.7	P
USGS	04119400	2016-04-10 15:36	EST	1.58	P	4.6	P
USGS	04119400	2016-04-10 15:48	EST	1.58	P	4.6	P
USGS	04119400	2016-04-10 16:00	EST	1.56	P	4.7	P
USGS	04119400	2016-04-10 16:12	EST	1.59	P	4.7	P
USGS	04119400	2016-04-10 16:24	EST	1.57	P	4.7	P
USGS	04119400	2016-04-10 16:36	EST	1.57	P	4.7	P
USGS	04119400	2016-04-10 16:48	EST	1.57	P	4.7	P
USGS	04119400	2016-04-10 17:00	EST	1.60	P	4.7	P
USGS	04119400	2016-04-10 17:12	EST	1.56	P	4.7	P
USGS	04119400	2016-04-10 17:24	EST	1.62	P	4.7	P
USGS	04119400	2016-04-10 17:36	EST	1.62	P	4.6	P
USGS	04119400	2016-04-10 17:48	EST	1.58	P	4.7	P
USGS	04119400	2016-04-10 18:00	EST	1.56	P	4.7	P
USGS	04119400	2016-04-10 18:12	EST	1.56	P	4.7	P
USGS	04119400	2016-04-10 18:24	EST	1.60	P	4.7	P
USGS	04119400	2016-04-10 18:36	EST	1.59	P	4.7	P
USGS	04119400	2016-04-10 18:48	EST	1.61	P	4.7	P
USGS	04119400	2016-04-10 19:00	EST	1.61	P	4.7	P
USGS	04119400	2016-04-10 19:12	EST	1.56	P	4.7	P
USGS	04119400	2016-04-10 19:24	EST	1.60	P	4.7	P
USGS	04119400	2016-04-10 19:36	EST	1.58	P	4.7	P
USGS	04119400	2016-04-10 19:48	EST	1.59	P	4.7	P
USGS	04119400	2016-04-10 20:00	EST	1.60	P	4.7	P
USGS	04119400	2016-04-10 20:12	EST	1.55	P	4.7	P
USGS	04119400	2016-04-10 20:24	EST	1.58	P	4.7	P
USGS	04119400	2016-04-10 20:36	EST	1.58	P	4.7	P
USGS	04119400	2016-04-10 20:48	EST	1.62	P	4.7	P
USGS	04119400	2016-04-10 21:00	EST	1.58	P	4.7	P
USGS	04119400	2016-04-10 21:12	EST	1.58	P	4.7	P
USGS	04119400	2016-04-10 21:24	EST	1.61	P	4.7	P
USGS	04119400	2016-04-10 21:36	EST	1.58	P	4.7	P
USGS	04119400	2016-04-10 21:48	EST	1.58	P	4.7	P
USGS	04119400	2016-04-10 22:00	EST	1.58	P	4.7	P
USGS	04119400	2016-04-10 22:12	EST	1.58	P	4.7	P
USGS	04119400	2016-04-10 22:24	EST	1.58	P	4.7	P
USGS	04119400	2016-04-10 22:36	EST	1.60	P	4.7	P
USGS	04119400	2016-04-10 22:48	EST	1.56	P	4.7	P
USGS	04119400	2016-04-10 23:00	EST	1.57	P	4.7	P
USGS	04119400	2016-04-10 23:12	EST	1.57	P	4.7	P
USGS	04119400	2016-04-10 23:24	EST	1.54	P	4.7	P
USGS	04119400	2016-04-10 23:36	EST	1.56	P	4.7	P
USGS	04119400	2016-04-10 23:48	EST	1.57	P	4.8	P
USGS	04119400	2016-04-11 00:00	EST	1.56	P	4.8	P
USGS	04119400	2016-04-11 00:12	EST	1.56	P	4.7	P
USGS	04119400	2016-04-11 00:24	EST	1.58	P	4.7	P
USGS	04119400	2016-04-11 00:36	EST	1.56	P	4.7	P
USGS	04119400	2016-04-11 00:48	EST	1.57	P	4.7	P
USGS	04119400	2016-04-11 01:00	EST	1.55	P	4.7	P
USGS	04119400	2016-04-11 01:12	EST	1.59	P	4.7	P
USGS	04119400	2016-04-11 01:24	EST	1.58	P	4.8	P
USGS	04119400	2016-04-11 01:36	EST	1.57	P	4.7	P
USGS	04119400	2016-04-11 01:48	EST	1.57	P	4.8	P
USGS	04119400	2016-04-11 02:00	EST	1.56	P	4.8	P
USGS	04119400	2016-04-11 02:12	EST	1.56	P	4.7	P
USGS	04119400	2016-04-11 02:24	EST	1.58	P	4.8	P
USGS	04119400	2016-04-11 02:36	EST	1.56	P	4.8	P
USGS	04119400	2016-04-11 02:48	EST	1.59	P	4.8	P
USGS	04119400	2016-04-11 03:00	EST	1.57	P	4.7	P
USGS	04119400	2016-04-11 03:12	EST	1.56	P	4.8	P
USGS	04119400	2016-04-11 03:24	EST	1.56	P	4.8	P
USGS	04119400	2016-04-11 03:36	EST	1.56	P	4.8	P
USGS	04119400	2016-04-11 03:48	EST	1.57	P	4.7	P
USGS	04119400	2016-04-11 04:00	EST	1.58	P	4.7	P
