# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-04-23 12:06:22 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04119400 GRAND RIVER NEAR EASTMANVILLE, MI
# -----------------------------------------------------------------------------------
#
# Data provided for site 04119400
#    DD parameter   Description
#    04   00055     Stream velocity, feet per second
#    06   00010     Temperature, water, degrees Celsius
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
# 
agency_cd	site_no	datetime	tz_cd	04_00055	04_00055_cd	06_00010	06_00010_cd
USGS	04119400	2015-07-15 10:17	EST	1.01	A		
USGS	04119400	2015-07-15 10:18	EST	1.10	A		
USGS	04119400	2015-07-15 10:19	EST	1.18	A		
USGS	04119400	2015-07-15 10:20	EST	1.14	A		
USGS	04119400	2015-07-15 10:21	EST	1.11	A		
USGS	04119400	2015-07-15 10:22	EST	1.26	A		
USGS	04119400	2015-07-15 10:23	EST	1.00	A		
USGS	04119400	2015-07-15 10:24	EST	0.96	A	22.9	A
USGS	04119400	2015-07-15 10:25	EST	1.02	A		
USGS	04119400	2015-07-15 10:26	EST	1.05	A		
USGS	04119400	2015-07-15 10:27	EST	1.13	A		
USGS	04119400	2015-07-15 10:28	EST	1.10	A		
USGS	04119400	2015-07-15 10:29	EST	1.14	A		
USGS	04119400	2015-07-15 10:30	EST	1.10	A		
USGS	04119400	2015-07-15 10:31	EST	1.13	A		
USGS	04119400	2015-07-15 10:32	EST	1.10	A		
USGS	04119400	2015-07-15 10:33	EST	1.11	A		
USGS	04119400	2015-07-15 10:34	EST	1.17	A		
USGS	04119400	2015-07-15 10:35	EST	1.18	A		
USGS	04119400	2015-07-15 10:36	EST	1.08	A	22.9	A
USGS	04119400	2015-07-15 10:37	EST	1.09	A		
USGS	04119400	2015-07-15 10:38	EST	1.08	A		
USGS	04119400	2015-07-15 10:39	EST	1.12	A		
USGS	04119400	2015-07-15 10:40	EST	1.24	A		
USGS	04119400	2015-07-15 10:41	EST	1.07	A		
USGS	04119400	2015-07-15 10:42	EST	1.13	A		
USGS	04119400	2015-07-15 10:43	EST	1.05	A		
USGS	04119400	2015-07-15 10:44	EST	1.11	A		
USGS	04119400	2015-07-15 10:45	EST	1.14	A		
USGS	04119400	2015-07-15 10:46	EST	1.15	A		
USGS	04119400	2015-07-15 10:47	EST	1.13	A		
USGS	04119400	2015-07-15 10:48	EST	1.21	A	23.0	A
USGS	04119400	2015-07-15 10:49	EST	1.07	A		
USGS	04119400	2015-07-15 10:50	EST	1.07	A		
USGS	04119400	2015-07-15 10:51	EST	1.21	A		
USGS	04119400	2015-07-15 10:52	EST	1.15	A		
USGS	04119400	2015-07-15 10:53	EST	1.06	A		
USGS	04119400	2015-07-15 10:54	EST	1.08	A		
USGS	04119400	2015-07-15 10:55	EST	1.07	A		
USGS	04119400	2015-07-15 10:56	EST	1.14	A		
USGS	04119400	2015-07-15 10:57	EST	1.06	A		
USGS	04119400	2015-07-15 10:58	EST	1.08	A		
USGS	04119400	2015-07-15 10:59	EST	1.07	A		
USGS	04119400	2015-07-15 11:00	EST	1.29	A	23.1	A
USGS	04119400	2015-07-15 11:01	EST	1.09	A		
USGS	04119400	2015-07-15 11:02	EST	1.14	A		
USGS	04119400	2015-07-15 11:03	EST	1.11	A		
USGS	04119400	2015-07-15 11:04	EST	1.04	A		
USGS	04119400	2015-07-15 11:05	EST	1.16	A		
USGS	04119400	2015-07-15 11:06	EST	0.98	A		
USGS	04119400	2015-07-15 11:07	EST	1.03	A		
USGS	04119400	2015-07-15 11:08	EST	0.98	A		
USGS	04119400	2015-07-15 11:09	EST	1.11	A		
USGS	04119400	2015-07-15 11:10	EST	1.05	A		
USGS	04119400	2015-07-15 11:11	EST	1.09	A		
USGS	04119400	2015-07-15 11:12	EST	1.10	A	23.1	A
USGS	04119400	2015-07-15 11:13	EST	1.06	A		
USGS	04119400	2015-07-15 11:14	EST	1.11	A		
USGS	04119400	2015-07-15 11:15	EST	1.09	A		
USGS	04119400	2015-07-15 11:16	EST	1.06	A		
USGS	04119400	2015-07-15 11:17	EST	1.03	A		
USGS	04119400	2015-07-15 11:18	EST	1.17	A		
USGS	04119400	2015-07-15 11:19	EST	1.12	A		
USGS	04119400	2015-07-15 11:20	EST	1.11	A		
USGS	04119400	2015-07-15 11:21	EST	1.10	A		
USGS	04119400	2015-07-15 11:22	EST	1.09	A		
USGS	04119400	2015-07-15 11:23	EST	1.11	A		
USGS	04119400	2015-07-15 11:24	EST	1.09	A	23.1	A
USGS	04119400	2015-07-15 11:25	EST	1.04	A		
USGS	04119400	2015-07-15 11:26	EST	1.11	A		
USGS	04119400	2015-07-15 11:27	EST	1.11	A		
USGS	04119400	2015-07-15 11:28	EST	1.21	A		
USGS	04119400	2015-07-15 11:29	EST	1.15	A		
USGS	04119400	2015-07-15 11:30	EST	1.17	A		
USGS	04119400	2015-07-15 11:31	EST	1.09	A		
USGS	04119400	2015-07-15 11:32	EST	1.08	A		
USGS	04119400	2015-07-15 11:33	EST	1.12	A		
USGS	04119400	2015-07-15 11:34	EST	1.16	A		
USGS	04119400	2015-07-15 11:35	EST	1.22	A		
USGS	04119400	2015-07-15 11:36	EST	1.06	A	23.2	A
USGS	04119400	2015-07-15 11:37	EST	1.23	A		
USGS	04119400	2015-07-15 11:38	EST	1.07	A		
USGS	04119400	2015-07-15 11:39	EST	1.11	A		
USGS	04119400	2015-07-15 11:40	EST	1.12	A		
USGS	04119400	2015-07-15 11:41	EST	1.10	A		
USGS	04119400	2015-07-15 11:42	EST	1.07	A		
USGS	04119400	2015-07-15 11:43	EST	1.07	A		
USGS	04119400	2015-07-15 11:44	EST	1.07	A		
USGS	04119400	2015-07-15 11:45	EST	1.12	A		
USGS	04119400	2015-07-15 11:46	EST	1.23	A		
USGS	04119400	2015-07-15 11:47	EST	1.14	A		
USGS	04119400	2015-07-15 11:48	EST	1.11	A	23.2	A
USGS	04119400	2015-07-15 11:49	EST	1.12	A		
USGS	04119400	2015-07-15 11:50	EST	1.09	A		
USGS	04119400	2015-07-15 11:51	EST	1.00	A		
USGS	04119400	2015-07-15 11:52	EST	1.14	A		
USGS	04119400	2015-07-15 11:53	EST	1.16	A		
USGS	04119400	2015-07-15 11:54	EST	1.10	A		
USGS	04119400	2015-07-15 11:55	EST	1.13	A		
USGS	04119400	2015-07-15 11:56	EST	1.10	A		
USGS	04119400	2015-07-15 11:57	EST	1.05	A		
USGS	04119400	2015-07-15 11:58	EST	1.10	A		
USGS	04119400	2015-07-15 11:59	EST	1.08	A		
USGS	04119400	2015-07-15 12:00	EST	1.15	A	23.3	A
USGS	04119400	2015-07-15 12:01	EST	1.04	A		
USGS	04119400	2015-07-15 12:02	EST	1.04	A		
USGS	04119400	2015-07-15 12:03	EST	1.03	A		
USGS	04119400	2015-07-15 12:04	EST	1.13	A		
USGS	04119400	2015-07-15 12:05	EST	1.09	A		
USGS	04119400	2015-07-15 12:06	EST	1.05	A		
USGS	04119400	2015-07-15 12:07	EST	1.06	A		
USGS	04119400	2015-07-15 12:08	EST	1.06	A		
USGS	04119400	2015-07-15 12:09	EST	1.18	A		
USGS	04119400	2015-07-15 12:10	EST	1.07	A		
USGS	04119400	2015-07-15 12:11	EST	1.09	A		
USGS	04119400	2015-07-15 12:12	EST	1.05	A	23.3	A
USGS	04119400	2015-07-15 12:13	EST	1.08	A		
USGS	04119400	2015-07-15 12:14	EST	1.12	A		
USGS	04119400	2015-07-15 12:15	EST	1.15	A		
USGS	04119400	2015-07-15 12:16	EST	1.07	A		
USGS	04119400	2015-07-15 12:17	EST	1.06	A		
USGS	04119400	2015-07-15 12:18	EST	1.11	A		
USGS	04119400	2015-07-15 12:19	EST	1.12	A		
USGS	04119400	2015-07-15 12:20	EST	1.14	A		
USGS	04119400	2015-07-15 12:21	EST	1.16	A		
USGS	04119400	2015-07-15 12:22	EST	1.19	A		
USGS	04119400	2015-07-15 12:23	EST	1.11	A		
USGS	04119400	2015-07-15 12:24	EST	1.09	A	23.3	A
USGS	04119400	2015-07-15 12:25	EST	1.13	A		
USGS	04119400	2015-07-15 12:26	EST	1.18	A		
USGS	04119400	2015-07-15 12:27	EST	1.01	A		
USGS	04119400	2015-07-15 12:28	EST	1.06	A		
USGS	04119400	2015-07-15 12:29	EST	1.17	A		
USGS	04119400	2015-07-15 12:30	EST	1.10	A		
USGS	04119400	2015-07-15 12:31	EST	1.14	A		
USGS	04119400	2015-07-15 12:32	EST	1.08	A		
USGS	04119400	2015-07-15 12:33	EST	1.13	A		
USGS	04119400	2015-07-15 12:34	EST	1.17	A		
USGS	04119400	2015-07-15 12:35	EST	1.06	A		
USGS	04119400	2015-07-15 12:36	EST	1.18	A	23.4	A
USGS	04119400	2015-07-15 12:37	EST	1.12	A		
USGS	04119400	2015-07-15 12:38	EST	0.99	A		
USGS	04119400	2015-07-15 12:39	EST	1.08	A		
USGS	04119400	2015-07-15 12:40	EST	1.10	A		
USGS	04119400	2015-07-15 12:41	EST	1.17	A		
USGS	04119400	2015-07-15 12:42	EST	1.02	A		
USGS	04119400	2015-07-15 12:43	EST	1.09	A		
USGS	04119400	2015-07-15 12:44	EST	1.17	A		
USGS	04119400	2015-07-15 12:45	EST	1.16	A		
USGS	04119400	2015-07-15 12:46	EST	1.04	A		
USGS	04119400	2015-07-15 12:47	EST	1.06	A		
USGS	04119400	2015-07-15 12:48	EST	1.13	A	23.4	A
USGS	04119400	2015-07-15 12:49	EST	1.13	A		
USGS	04119400	2015-07-15 12:50	EST	1.05	A		
USGS	04119400	2015-07-15 12:51	EST	1.18	A		
USGS	04119400	2015-07-15 12:52	EST	1.18	A		
USGS	04119400	2015-07-15 12:53	EST	1.12	A		
USGS	04119400	2015-07-15 12:54	EST	1.18	A		
USGS	04119400	2015-07-15 12:55	EST	1.11	A		
USGS	04119400	2015-07-15 12:56	EST	1.08	A		
USGS	04119400	2015-07-15 13:00	EST	1.08	A	23.4	A
USGS	04119400	2015-07-15 13:12	EST	1.08	A	23.5	A
USGS	04119400	2015-07-15 13:23	EST	1.10	A		
USGS	04119400	2015-07-15 13:24	EST	1.10	A	23.4	A
USGS	04119400	2015-07-15 13:35	EST	1.08	A		
USGS	04119400	2015-07-15 13:36	EST	1.08	A	23.5	A
USGS	04119400	2015-07-15 13:47	EST	1.11	A		
USGS	04119400	2015-07-15 13:48	EST	1.10	A	23.5	A
USGS	04119400	2015-07-15 13:59	EST	1.02	A		
USGS	04119400	2015-07-15 14:00	EST	1.03	A	23.6	A
USGS	04119400	2015-07-15 14:11	EST	1.14	A		
USGS	04119400	2015-07-15 14:12	EST	1.14	A	23.6	A
USGS	04119400	2015-07-15 14:23	EST	1.11	A		
USGS	04119400	2015-07-15 14:24	EST	1.11	A	23.6	A
USGS	04119400	2015-07-15 14:35	EST	1.14	A		
USGS	04119400	2015-07-15 14:36	EST	1.14	A	23.6	A
USGS	04119400	2015-07-15 14:47	EST	1.14	A		
USGS	04119400	2015-07-15 14:48	EST	1.13	A	23.7	A
USGS	04119400	2015-07-15 14:59	EST	1.00	A		
USGS	04119400	2015-07-15 15:00	EST	1.01	A	23.7	A
USGS	04119400	2015-07-15 15:11	EST	1.11	A		
USGS	04119400	2015-07-15 15:12	EST	1.11	A	23.7	A
USGS	04119400	2015-07-15 15:23	EST	1.11	A		
USGS	04119400	2015-07-15 15:24	EST	1.11	A	23.7	A
USGS	04119400	2015-07-15 15:35	EST	1.11	A		
USGS	04119400	2015-07-15 15:36	EST	1.11	A	23.7	A
USGS	04119400	2015-07-15 15:47	EST	1.12	A		
USGS	04119400	2015-07-15 15:48	EST	1.12	A	23.7	A
USGS	04119400	2015-07-15 15:59	EST	1.09	A		
USGS	04119400	2015-07-15 16:00	EST	1.09	A	23.7	A
USGS	04119400	2015-07-15 16:11	EST	1.10	A		
USGS	04119400	2015-07-15 16:12	EST	1.10	A	23.7	A
USGS	04119400	2015-07-15 16:23	EST	1.07	A		
USGS	04119400	2015-07-15 16:24	EST	1.08	A	23.7	A
USGS	04119400	2015-07-15 16:35	EST	1.17	A		
USGS	04119400	2015-07-15 16:36	EST	1.16	A	23.7	A
USGS	04119400	2015-07-15 16:47	EST	1.11	A		
USGS	04119400	2015-07-15 16:48	EST	1.11	A	23.7	A
USGS	04119400	2015-07-15 16:59	EST	1.14	A		
USGS	04119400	2015-07-15 17:00	EST	1.13	A	23.8	A
USGS	04119400	2015-07-15 17:11	EST	1.05	A		
USGS	04119400	2015-07-15 17:12	EST	1.05	A	23.8	A
USGS	04119400	2015-07-15 17:23	EST	1.08	A		
USGS	04119400	2015-07-15 17:24	EST	1.09	A	23.8	A
USGS	04119400	2015-07-15 17:35	EST	1.18	A		
USGS	04119400	2015-07-15 17:36	EST	1.18	A	23.8	A
USGS	04119400	2015-07-15 17:47	EST	1.14	A		
USGS	04119400	2015-07-15 17:48	EST	1.14	A	23.8	A
USGS	04119400	2015-07-15 17:59	EST	1.14	A		
USGS	04119400	2015-07-15 18:00	EST	1.14	A	23.8	A
USGS	04119400	2015-07-15 18:11	EST	1.17	A		
USGS	04119400	2015-07-15 18:12	EST	1.17	A	23.8	A
USGS	04119400	2015-07-15 18:23	EST	1.15	A		
USGS	04119400	2015-07-15 18:24	EST	1.15	A	23.8	A
USGS	04119400	2015-07-15 18:35	EST	1.17	A		
USGS	04119400	2015-07-15 18:36	EST	1.17	A	23.8	A
USGS	04119400	2015-07-15 18:47	EST	1.17	A		
USGS	04119400	2015-07-15 18:48	EST	1.17	A	23.8	A
USGS	04119400	2015-07-15 18:59	EST	1.22	A		
USGS	04119400	2015-07-15 19:00	EST	1.21	A	23.8	A
USGS	04119400	2015-07-15 19:11	EST	1.15	A		
USGS	04119400	2015-07-15 19:12	EST	1.15	A	23.8	A
USGS	04119400	2015-07-15 19:23	EST	1.14	A		
USGS	04119400	2015-07-15 19:24	EST	1.14	A	23.8	A
USGS	04119400	2015-07-15 19:35	EST	1.09	A		
USGS	04119400	2015-07-15 19:36	EST	1.10	A	23.8	A
USGS	04119400	2015-07-15 19:47	EST	1.17	A		
USGS	04119400	2015-07-15 19:48	EST	1.17	A	23.8	A
USGS	04119400	2015-07-15 19:59	EST	1.16	A		
USGS	04119400	2015-07-15 20:00	EST	1.16	A	23.8	A
USGS	04119400	2015-07-15 20:11	EST	1.12	A		
USGS	04119400	2015-07-15 20:12	EST	1.12	A	23.8	A
USGS	04119400	2015-07-15 20:23	EST	1.10	A		
USGS	04119400	2015-07-15 20:24	EST	1.11	A	23.7	A
USGS	04119400	2015-07-15 20:35	EST	1.18	A		
USGS	04119400	2015-07-15 20:36	EST	1.17	A	23.7	A
USGS	04119400	2015-07-15 20:47	EST	1.12	A		
USGS	04119400	2015-07-15 20:48	EST	1.12	A	23.7	A
USGS	04119400	2015-07-15 20:59	EST	1.13	A		
USGS	04119400	2015-07-15 21:00	EST	1.13	A	23.7	A
USGS	04119400	2015-07-15 21:11	EST	1.14	A		
USGS	04119400	2015-07-15 21:12	EST	1.14	A	23.7	A
USGS	04119400	2015-07-15 21:23	EST	1.09	A		
USGS	04119400	2015-07-15 21:24	EST	1.09	A	23.7	A
USGS	04119400	2015-07-15 21:35	EST	1.13	A		
USGS	04119400	2015-07-15 21:36	EST	1.13	A	23.7	A
USGS	04119400	2015-07-15 21:47	EST	1.11	A		
USGS	04119400	2015-07-15 21:48	EST	1.11	A	23.7	A
USGS	04119400	2015-07-15 21:59	EST	1.13	A		
USGS	04119400	2015-07-15 22:00	EST	1.14	A	23.6	A
USGS	04119400	2015-07-15 22:11	EST	1.20	A		
USGS	04119400	2015-07-15 22:12	EST	1.19	A	23.6	A
USGS	04119400	2015-07-15 22:23	EST	1.12	A		
USGS	04119400	2015-07-15 22:24	EST	1.12	A	23.6	A
USGS	04119400	2015-07-15 22:35	EST	1.17	A		
USGS	04119400	2015-07-15 22:36	EST	1.17	A	23.6	A
USGS	04119400	2015-07-15 22:47	EST	1.17	A		
USGS	04119400	2015-07-15 22:48	EST	1.16	A	23.6	A
USGS	04119400	2015-07-15 22:59	EST	1.11	A		
USGS	04119400	2015-07-15 23:00	EST	1.11	A	23.5	A
USGS	04119400	2015-07-15 23:11	EST	1.14	A		
USGS	04119400	2015-07-15 23:12	EST	1.15	A	23.5	A
USGS	04119400	2015-07-15 23:23	EST	1.23	A		
USGS	04119400	2015-07-15 23:24	EST	1.22	A	23.5	A
USGS	04119400	2015-07-15 23:35	EST	1.13	A		
USGS	04119400	2015-07-15 23:36	EST	1.13	A	23.5	A
USGS	04119400	2015-07-15 23:47	EST	1.17	A		
USGS	04119400	2015-07-15 23:48	EST	1.17	A	23.4	A
USGS	04119400	2015-07-15 23:59	EST	1.14	A		
USGS	04119400	2015-07-16 00:00	EST	1.14	A	23.4	A
USGS	04119400	2015-07-16 00:11	EST	1.10	A		
USGS	04119400	2015-07-16 00:12	EST	1.10	A	23.4	A
USGS	04119400	2015-07-16 00:23	EST	1.12	A		
USGS	04119400	2015-07-16 00:24	EST	1.12	A	23.3	A
USGS	04119400	2015-07-16 00:35	EST	1.10	A		
USGS	04119400	2015-07-16 00:36	EST	1.10	A	23.3	A
USGS	04119400	2015-07-16 00:47	EST	1.10	A		
USGS	04119400	2015-07-16 00:48	EST	1.10	A	23.3	A
USGS	04119400	2015-07-16 00:59	EST	1.14	A		
USGS	04119400	2015-07-16 01:00	EST	1.13	A	23.2	A
USGS	04119400	2015-07-16 01:11	EST	1.07	A		
USGS	04119400	2015-07-16 01:12	EST	1.07	A	23.2	A
USGS	04119400	2015-07-16 01:23	EST	1.12	A		
USGS	04119400	2015-07-16 01:24	EST	1.11	A	23.2	A
USGS	04119400	2015-07-16 01:35	EST	1.05	A		
USGS	04119400	2015-07-16 01:36	EST	1.05	A	23.1	A
USGS	04119400	2015-07-16 01:47	EST	1.08	A		
USGS	04119400	2015-07-16 01:48	EST	1.08	A	23.1	A
USGS	04119400	2015-07-16 01:59	EST	1.10	A		
USGS	04119400	2015-07-16 02:00	EST	1.10	A	23.1	A
USGS	04119400	2015-07-16 02:11	EST	1.09	A		
USGS	04119400	2015-07-16 02:12	EST	1.09	A	23.0	A
USGS	04119400	2015-07-16 02:23	EST	1.10	A		
USGS	04119400	2015-07-16 02:24	EST	1.10	A	23.0	A
USGS	04119400	2015-07-16 02:35	EST	1.15	A		
USGS	04119400	2015-07-16 02:36	EST	1.15	A	23.0	A
USGS	04119400	2015-07-16 02:47	EST	1.10	A		
USGS	04119400	2015-07-16 02:48	EST	1.09	A	22.9	A
USGS	04119400	2015-07-16 02:59	EST	1.05	A		
USGS	04119400	2015-07-16 03:00	EST	1.05	A	22.9	A
USGS	04119400	2015-07-16 03:11	EST	1.09	A		
USGS	04119400	2015-07-16 03:12	EST	1.09	A	22.8	A
USGS	04119400	2015-07-16 03:23	EST	1.10	A		
USGS	04119400	2015-07-16 03:24	EST	1.10	A	22.8	A
USGS	04119400	2015-07-16 03:35	EST	1.12	A		
USGS	04119400	2015-07-16 03:36	EST	1.12	A	22.8	A
USGS	04119400	2015-07-16 03:47	EST	1.10	A		
USGS	04119400	2015-07-16 03:48	EST	1.10	A	22.7	A
USGS	04119400	2015-07-16 03:59	EST	1.11	A		
USGS	04119400	2015-07-16 04:00	EST	1.11	A	22.7	A
USGS	04119400	2015-07-16 04:11	EST	1.10	A		
USGS	04119400	2015-07-16 04:12	EST	1.10	A	22.7	A
USGS	04119400	2015-07-16 04:23	EST	1.11	A		
USGS	04119400	2015-07-16 04:24	EST	1.11	A	22.6	A
USGS	04119400	2015-07-16 04:35	EST	1.18	A		
USGS	04119400	2015-07-16 04:36	EST	1.17	A	22.6	A
USGS	04119400	2015-07-16 04:47	EST	1.05	A		
USGS	04119400	2015-07-16 04:48	EST	1.05	A	22.6	A
USGS	04119400	2015-07-16 04:59	EST	1.07	A		
USGS	04119400	2015-07-16 05:00	EST	1.07	A	22.6	A
USGS	04119400	2015-07-16 05:11	EST	1.11	A		
USGS	04119400	2015-07-16 05:12	EST	1.10	A	22.5	A
USGS	04119400	2015-07-16 05:23	EST	1.05	A		
USGS	04119400	2015-07-16 05:24	EST	1.05	A	22.5	A
USGS	04119400	2015-07-16 05:35	EST	1.08	A		
USGS	04119400	2015-07-16 05:36	EST	1.08	A	22.5	A
USGS	04119400	2015-07-16 05:47	EST	1.13	A		
USGS	04119400	2015-07-16 05:48	EST	1.12	A	22.4	A
USGS	04119400	2015-07-16 05:59	EST	1.08	A		
USGS	04119400	2015-07-16 06:00	EST	1.08	A	22.4	A
USGS	04119400	2015-07-16 06:11	EST	1.11	A		
USGS	04119400	2015-07-16 06:12	EST	1.11	A	22.4	A
USGS	04119400	2015-07-16 06:23	EST	1.11	A		
USGS	04119400	2015-07-16 06:24	EST	1.11	A	22.4	A
USGS	04119400	2015-07-16 06:35	EST	1.07	A		
USGS	04119400	2015-07-16 06:36	EST	1.07	A	22.4	A
USGS	04119400	2015-07-16 06:47	EST	1.08	A		
USGS	04119400	2015-07-16 06:48	EST	1.08	A	22.4	A
USGS	04119400	2015-07-16 06:59	EST	1.12	A		
